TIME_PERIOD,REF_AREA,Population
2011,CHE,7912396
2011,CHL,17254159
2011,COL,44553416
2011,CRI,4592149
2011,CZE,10496672
2011,DEU,80274981
2011,DNK,5566856
2011,ESP,46736257
2011,EST,1327439
2011,EU27,441268697
2011,FIN,5388272
2011,FRA,65087317
2011,G20,4560899520
2011,GBR,63285145
2011,GRC,11104900
2011,HUN,9958824
2011,IRL,4574888
2011,ISL,319011
2011,ISR,7765832
2011,ITA,60026844
2011,JPN,127834233
2011,KOR,49936638
2011,LTU,3028115
2011,LUX,518351
2011,LVA,2059710
2011,MEX,115367452
2011,NLD,16693074
2011,NOR,4953089
2011,NZL,4384000
2011,OECD,1298868939.5
2011,POL,38525670
2011,PRT,10574535.5
2011,SVK,5398384
2011,SVN,2052496
2011,SWE,9449216
2011,TUR,74223642
2011,USA,311583481
2012,AUS,22733465
2012,AUT,8426311
2012,BEL,11067748
2012,CAN,34714222
2012,CHE,7996861
2012,CHL,17443491
2012,COL,45001571
2012,CRI,4652458.93050581
2012,CZE,10509286
2012,DEU,80425826
2012,DNK,5587085
2012,ESP,46766403
2012,EST,1322696
2012,EU27,441946680.5
2012,FIN,5413967
2012,FRA,65402998
2012,G20,4601226843.5
2012,GBR,63705030
2012,GRC,11045010
2012,HUN,9920364
2012,IRL,4593697
2012,ISL,320723
2012,ISR,7910525
2012,ITA,60191243
2012,JPN,127592657
2012,KOR,50199853
2012,LTU,2987773
2012,LUX,530952
2012,LVA,2034324
2012,MEX,116935670
2012,NLD,16754963
2012,NOR,5018574
2012,NZL,4408100
2012,OECD,1306715773.43051
2012,POL,38533789
2012,PRT,10531419.5
2012,SVK,5407579
2012,SVN,2056262
2012,SWE,9519379
2012,TUR,75175836
2012,USA,313877662
2013,AUS,23128129
2013,AUT,8477230
2013,BEL,11125033
2013,CAN,35082954
2013,CHE,8089346
2013,CHL,17611902
2013,COL,45434942
2013,CRI,4713168.14141015
2013,CZE,10510719
2013,DEU,80645605
2013,DNK,5608784
2013,ESP,46593236
2013,EST,1317997
2013,EU27,442402911.5
2013,FIN,5438975
2013,FRA,65735961
2013,G20,4641113193.5
2013,GBR,64105654
2013,GRC,10965209
2013,HUN,9893083
2013,IRL,4614669
2013,ISL,323763
2013,ISR,8059456
2013,ITA,60311616
2013,JPN,127413888
2013,KOR,50428893
2013,LTU,2957689
2013,LUX,543358
2013,LVA,2012647
2013,MEX,118453929
2013,NLD,16804430
2013,NOR,5080171
2013,NZL,4442100
2013,OECD,1314181384.14141
2013,POL,38502396
2013,PRT,10473990.5
2013,SVK,5413392.5
2013,SVN,2059114
2013,SWE,9600374
2013,TUR,76147634
2013,USA,316059947
2014,AUS,23475686
2014,AUT,8543932
2014,BEL,11179778
2014,CAN,35437435
2014,CHE,8188646
2014,CHL,17787617
2014,COL,45866010
2014,CRI,4773129.93384446
2014,CZE,10524783
2014,DEU,80982495
2014,DNK,5639719
2014,ESP,46455123
2014,EST,1314545
2014,EU27,443196850
2014,FIN,5461507
2014,FRA,66276671
2014,G20,4680675350
2014,GBR,64596752
2014,GRC,10892415
2014,HUN,9866466
2014,IRL,4645440
2014,ISL,327379
2014,ISR,8215668
2014,ITA,60320708
2014,JPN,127237150
2014,KOR,50746659
2014,LTU,2932367
2014,LUX,556322
2014,LVA,1993785
2014,MEX,119936411
2014,NLD,16865008
2014,NOR,5137427
2014,NZL,4516500
2014,OECD,1322341697.43384
2014,POL,38483957
2014,PRT,10419606.5
2014,SVK,5418649
2014,SVN,2061623
2014,SWE,9696105
2014,TUR,77181894
2014,USA,318386329
2015,AUS,23815995
2015,AUT,8629519
2015,BEL,11238474
2015,CAN,35702908
2015,CHE,8282398
2015,CHL,17971423
2015,COL,46313898
2015,CRI,4832233.8134651
2015,CZE,10542942
2015,DEU,81686608
2015,DNK,5678348
2015,ESP,46410149
2015,EST,1314608
2015,EU27,444085028
2015,FIN,5479528
2015,FRA,66512558
2015,G20,4718578248
2015,GBR,65110034
2015,GRC,10820883
2015,HUN,9843025
2015,IRL,4687787
2015,ISL,330818
2015,ISR,8380149
2015,ITA,60229599
2015,JPN,127094745
2015,KOR,51014947
2015,LTU,2904910
2015,LUX,569605
2015,LVA,1977523
2015,MEX,121347800
2015,NLD,16939925
2015,NOR,5189898
2015,NZL,4609400
2015,OECD,1330542593.81347
2015,POL,38454576
2015,PRT,10381837.5
2015,SVK,5423800.5
2015,SVN,2063077
2015,SWE,9799183
2015,TUR,78218488
2015,USA,320738994
2016,AUS,24190907
2016,AUT,8739806
2016,BEL,11295003
2016,CAN,36109487
2016,CHE,8373334
2016,CHL,18167147
2016,COL,46830116
2016,CRI,4890379.45221625
2016,CZE,10565284
2016,DEU,82348669
2016,DNK,5724456
2016,ESP,46449874
2016,EST,1315790
2016,EU27,445026049
2016,FIN,5495297
2016,FRA,66688563
2016,G20,4756550748
2016,GBR,65648054
2016,GRC,10775966
2016,HUN,9814026
2016,IRL,4739597
2016,ISL,335435
2016,ISR,8546009
2016,ITA,60115220
2016,JPN,127041812
2016,KOR,51217803
2016,LTU,2868231
2016,LUX,583459
2016,LVA,1959535
2016,MEX,122715165
2016,NLD,17030314
2016,NOR,5236152
2016,NZL,4714100
2016,OECD,1339076165.95222
2016,POL,38426809
2016,PRT,10356516
2016,SVK,5430797.5
2016,SVN,2064241
2016,SWE,9923086
2016,TUR,79277971
2016,USA,323071755
2017,AUS,24594202
2017,AUT,8795073
2017,BEL,11349081
2017,CAN,36545236
2017,CHE,8451834
2017,CHL,18419192
2017,COL,47419200
2017,CRI,4947489.59332252
2017,CZE,10589526
2017,DEU,82657000
2017,DNK,5760694
2017,ESP,46532869
2017,EST,1317384
2017,EU27,445675317
2017,FIN,5508209
2017,FRA,66883314
2017,G20,4793583776
2017,GBR,66040229
2017,GRC,10754679
2017,HUN,9787969
2017,IRL,4792490
2017,ISL,343399
2017,ISR,8713268
2017,ITA,60002254
2017,JPN,126918546
2017,KOR,51361911
2017,LTU,2828403
2017,LUX,596337
2017,LVA,1942247
2017,MEX,124041731
2017,NLD,17131295
2017,NOR,5276965
2017,NZL,4813600
2017,OECD,1346876020.09332
2017,POL,38422346
2017,PRT,10340124
2017,SVK,5439231.5
2017,SVN,2066161
2017,SWE,10057695
2017,TUR,80312708
2017,USA,325122128
2018,AUS,24966643
2018,AUT,8837707
2018,BEL,11403740
2018,CAN,37065084
2018,CHE,8514327
2018,CHL,18751405
2018,COL,48258494
2018,CRI,5003401.95767213
2018,CZE,10626430
2018,DEU,82905788
2018,DNK,5789957
2018,ESP,46728814
2018,EST,1321977
2018,EU27,446457200
2018,FIN,5515525
2018,FRA,67125071
2018,G20,4827972507
2018,GBR,66435550
2018,GRC,10732877
2018,HUN,9775566
2018,IRL,4857015
2018,ISL,352722
2018,ISR,8882764
2018,ITA,59877216
2018,JPN,126748506
2018,KOR,51585058
2018,LTU,2801543
2018,LUX,607950
2018,LVA,1927170
2018,MEX,125327797
2018,NLD,17231622
2018,NOR,5311916
2018,NZL,4900600
2018,OECD,1354855453.45767
2018,POL,38413139
2018,PRT,10334633
2018,SVK,5446770.5
2018,SVN,2070050
2018,SWE,10175215
2018,TUR,81407211
2018,USA,326838199
2019,AUS,25340217
2019,AUT,8877637
2019,BEL,11462023
2019,CAN,37601230
2019,CHE,8575280
2019,CHL,19107216
2019,COL,49395678
2019,CRI,5058007.14721902
2019,CZE,10669324
2019,DEU,83092956
2019,DNK,5814461
2019,ESP,47105358
2019,EST,1326855
2019,EU27,447402405
2019,FIN,5521605
2019,FRA,67349922
2019,G20,4859437160
2019,GBR,66796807
2019,GRC,10721584
2019,HUN,9771142
2019,IRL,4921496
2019,ISL,360558
2019,ISR,9054026
2019,ITA,59729077
2019,JPN,126555078
2019,KOR,51764822
2019,LTU,2794137
2019,LUX,620003
2019,LVA,1913826
2019,MEX,126577691
2019,NLD,17344876
2019,NOR,5347893
2019,NZL,4979200
2019,OECD,1363022652.64722
2019,POL,38386476
2019,PRT,10354445.5
2019,SVK,5454147
2019,SVN,2089310
2019,SWE,10278888
2019,TUR,82579448
2019,USA,328329953
2020,AUS,25655289
2020,AUT,8916845
2020,BEL,11506938
2020,CAN,38007166
2020,CHE,8638169
2020,CHL,19458310
2020,COL,50407647
2020,CRI,5111238.21646865
2020,CZE,10700155
2020,DEU,83160877
2020,DNK,5825337
2020,ESP,47355685
2020,EST,1329479
2020,EU27,447805543
2020,FIN,5529545
2020,FRA,67538482
2020,G20,4888098977
2020,GBR,67081234
2020,GRC,10698597
2020,HUN,9750153
2020,IRL,4977443
2020,ISL,366462
2020,ISR,9215113
2020,ITA,59438845
2020,JPN,126146099
2020,KOR,51836239
2020,LTU,2794885
2020,LUX,630413
2020,LVA,1900448
2020,MEX,127792286
2020,NLD,17441500
2020,NOR,5379472
2020,NZL,5090200
2020,OECD,1371228167.21647
2020,POL,38354173
2020,PRT,10384846
2020,SVK,5458827
2020,SVN,2100126
2020,SWE,10353444
2020,TUR,83384688
2020,USA,331511512
2021,AUS,25688079
2021,AUT,8951520
2021,BEL,11552615
2021,CAN,38226498
2021,CHE,8704542
2021,CHL,19678363
2021,COL,51117378
2021,CRI,5163037.97091561
2021,CZE,10500850
2021,DEU,83196076
2021,DNK,5850189
2021,ESP,47331302
2021,EST,1330932
2021,EU27,447117504.5
2021,FIN,5541020
2021,FRA,67738863
2021,G20,4905229085.5
2021,GBR,67026292
2021,GRC,10569211
2021,HUN,9709893
2021,IRL,5011460
2021,ISL,372523
2021,ISR,9371400
2021,ITA,59133173
2021,JPN,125502290
2021,KOR,51744876
2021,LTU,2808380
2021,LUX,640064
2021,LVA,1884488
2021,MEX,128972439
2021,NLD,17533048
2021,NOR,5408320
2021,NZL,5111400
2021,OECD,1374084142.97092
2021,POL,38162224
2021,PRT,10407707
2021,SVK,5441991
2021,SVN,2107007
2021,SWE,10415812
2021,TUR,84147326
2021,USA,332031554
